【经文资讯】大正新修大藏经 第四册 No. 199《佛五百弟子自说本起经》
【版本记录】CBETA 电子佛典 V1.0 (Big5) 普及版，完成日期：1999/12/10
【编辑说明】本资料库由中华电子佛典协会（CBETA）依大正新修大藏经所编辑
【原始资料】萧镇国大德提供，维习安大德提供之高丽藏 CD 经文，北美某大德提供
【其它事项】本资料库可自由免费流通，详细内容请参阅【中华电子佛典协会资料库基本介绍】(http://ccbs.ntu.edu.tw/cbeta/result/cbintr.htm)
=========================================================================
# Taisho Tripitaka Vol. 4, No. 199 佛五百弟子自说本起经
# CBETA Chinese Electronic Tripitaka V1.0 (Big5) Normalized Version, Release Date: 1999/12/10
# Distributor: Chinese Buddhist Electronic Text Association (CBETA)
# Source material obtained from: Text as provided by Mr. Hsiao Chen-Kuo, Tripitaka Koreana as provided by Mr. Christian Wittern, Text as provided by Anonymous, USA
# Distributed free of charge. For details please read at http://ccbs.ntu.edu.tw/cbeta/result/cbintr_e.htm
=========================================================================
T04n0199_p0190a01┃
T04n0199_p0190a02┃　　No. 199
T04n0199_p0200a06┃　我时即发愿　　莫复令我贫
T04n0199_p0200a07┃　後生势富家　　端正如妙华
T04n0199_p0200a08┃　与如是等尊　　世世共会遇
T04n0199_p0200a09┃　使我承此法　　如仁者所得
T04n0199_p0200a10┃　缘是所作德　　受安长且久
T04n0199_p0200a11┃　於天上人间　　所作德自见
T04n0199_p0200a12┃　亦得为国王　　天人无数反
T04n0199_p0200a13┃　未曾堕恶道　　亦无有罪殃
T04n0199_p0200a14┃　从彼有余福　　於是最後世
T04n0199_p0200a15┃　来生势富家　　释种大姓生
T04n0199_p0200a16┃　尔时佛世尊　　来诣所生地
T04n0199_p0200a17┃　我即为寂志　　并与亲属俱
T04n0199_p0200a18┃　我本所立愿　　辄如意具足
T04n0199_p0200a19┃　已得无所著　　清凉且灭度
T04n0199_p0200a20┃　舍势为沙门　　[台-台+犮]提受佛教
T04n0199_p0200a21┃　於阿耨达池　　自说本所作
T04n0199_p0200a22┃　　罗盘[台-台+犮]提品第二十八(十四偈)
T04n0199_p0200a23┃　拘楼秦佛时　　昔有起塔者
T04n0199_p0200a24┃　我时在彼住　　其寺甚高大
T04n0199_p0200a25┃　兴造此塔寺　　我口呵谴之
T04n0199_p0200a26┃　是塔甚太大　　何日当成就
T04n0199_p0200a27┃　可稍作功德　　如是自立办
T04n0199_p0200a28┃　既不多劳烦　　塔寺亦速讫
T04n0199_p0200a29┃　用口说窭言　　坐犯语罪报
T04n0199_p0200b01┃　命尽寿终後　　便堕地狱中
T04n0199_p0200b02┃　从地狱得出　　短小身玄丑
T04n0199_p0200b03┃　世世所生处　　为众所轻邈
T04n0199_p0200b04┃　迦叶佛世时　　为乌鸟赤嘴
T04n0199_p0200b05┃　波罗奈中道　　翱翔丛树间
T04n0199_p0200b06┃　瞻见世光曜　　比丘所围绕
T04n0199_p0200b07┃　即顺佛为礼　　口出悲音声
T04n0199_p0200b08┃　佛世尊所游　　波罗奈国时
T04n0199_p0200b09┃　每随行出入　　常绕向悲鸣
T04n0199_p0200b10┃　缘是所作德　　来还得人身
T04n0199_p0200b11┃　逮见等正觉　　无上之导师
T04n0199_p0200b12┃　得出为寂志　　於释师子所
T04n0199_p0200b13┃　已为无所著　　清凉而灭度
T04n0199_p0200b14┃　罗汉得自在　　六通大神足
T04n0199_p0200b15┃　名曰为持法　　正真有辩才
T04n0199_p0200b16┃　一切众聚会　　听闻我音声
T04n0199_p0200b17┃　诸天及人民　　一切皆欢喜
T04n0199_p0200b18┃　我作罪少耳　　作福亦不多
T04n0199_p0200b19┃　皆获其果实　　所为二罪福
T04n0199_p0200b20┃　罗盘[台-台+犮]提尊　　在於比丘僧
T04n0199_p0200b21┃　於阿耨达池　　自说本所作
T04n0199_p0200b22┃　　摩头和律致品第二十九(二十一偈)
T04n0199_p0200b23┃　昔於惟耶离　　身为大猕猴
T04n0199_p0200b24┃　趣往取佛钵　　比丘见被呵
T04n0199_p0200b25┃　得无坏佛钵　　世尊告比丘
T04n0199_p0200b26┃　比丘勿得呵　　是终不坏钵
T04n0199_p0200b27┃　我时取佛钵　　徐徐持上树
T04n0199_p0200b28┃　盛以满钵蜜　　便则从树下
T04n0199_p0200b29┃　手擎满钵蜜　　以奉上世尊
T04n0199_p0200c01┃　蜜中有虫秽　　正觉不肯受
T04n0199_p0200c02┃　佛见其钵中　　死蜂与蜜杂
T04n0199_p0200c03┃　寻好择出之　　复擎重上佛
T04n0199_p0200c04┃　时佛世光[火*佥]　　复更不听受
T04n0199_p0200c05┃　我以水净洗　　仍前稽首上
T04n0199_p0200c06┃　以水洒其上　　更盛异钵中
T04n0199_p0200c07┃　供养佛尊已　　心踊跃欢喜
T04n0199_p0200c08┃　世尊无等人　　彼时度死蜂
T04n0199_p0200c09┃　受此一钵蜜　　服食及弟子
T04n0199_p0200c10┃　我时甚踊悦　　叉手而向佛
T04n0199_p0200c11┃　专住法王前　　其心常精进
T04n0199_p0200c12┃　在彼发愿言　　令我得人身
T04n0199_p0200c13┃　来值世尊世　　使得最上义
T04n0199_p0200c14┃　缘是所作德　　因用得人身
T04n0199_p0200c15┃　逮得等正觉　　无上之导师
T04n0199_p0200c16┃　得出为沙门　　给侍释师子
T04n0199_p0200c17┃　已为无所著　　清凉而灭度
T04n0199_p0200c18┃　得自在罗汉　　六通大神足
T04n0199_p0200c19┃　名曰为出蜜　　诸比丘亦知
T04n0199_p0200c20┃　知前所作福　　於今得恭敬
T04n0199_p0200c21┃　与数百比丘　　共游行周旋
T04n0199_p0200c22┃　设在穷乏路　　比丘僧饥渴
T04n0199_p0200c23┃　心适自发愿　　我欲得蜜浆
T04n0199_p0200c24┃　知我心所念　　众人即远来
T04n0199_p0200c25┃　赍持蜜美食　　以用奉上我
T04n0199_p0200c26┃　我寻便受之　　自然极美多
T04n0199_p0200c27┃　以施比丘僧　　可意甚饱满
T04n0199_p0200c28┃　我应时生已　　猕猴所作行
T04n0199_p0200c29┃　度脱无径路　　便得甘露句
T04n0199_p0201a01┃　如我本所愿　　辄得如其意
T04n0199_p0201a02┃　供养佛世尊　　所求则具足
T04n0199_p0201a03┃　唯仁每悉念　　我所作功德
T04n0199_p0201a04┃　悉获其果实　　可意安隐吉
T04n0199_p0201a05┃　如是出蜜尊　　在比丘僧中
T04n0199_p0201a06┃　於阿耨达池　　自说本所作
T04n0199_p0201a07┃　　世尊品第三十(五十偈)
T04n0199_p0201a08┃　一切胜普明　　一切世间最
T04n0199_p0201a09┃　得除尽诸垢　　降一切众会
T04n0199_p0201a10┃　诸通慧普见　　大人一切畅
T04n0199_p0201a11┃　度诸怨恐惧　　法船济彼岸
T04n0199_p0201a12┃　晓了众所化　　欣然愍世间
T04n0199_p0201a13┃　矜伤脱众生　　以义一切救
T04n0199_p0201a14┃　除去一切人　　悉解诸系缚
T04n0199_p0201a15┃　一切人中最　　说法为众眼
T04n0199_p0201a16┃　大人无极慧　　大雄极名闻
T04n0199_p0201a17┃　大光无极法　　以度於最法
T04n0199_p0201a18┃　大力化无黠　　开化大明慧
T04n0199_p0201a19┃　欢劝大众人　　大医多所兼
T04n0199_p0201a20┃　世尊坏众恐　　无上除诸忧
T04n0199_p0201a21┃　佛仁为度脱　　大牢狱闭系
T04n0199_p0201a22┃　大龙大师子　　无著大比丘
T04n0199_p0201a23┃　大智慧世尊　　救济众尘劳
T04n0199_p0201a24┃　精进有大力　　方便大坚疆
T04n0199_p0201a25┃　降伏众天民　　大道寂静安
T04n0199_p0201a26┃　佛大天中天　　一切诸鬼神
T04n0199_p0201a27┃　悉礼智慧足　　佛出哀世间
T04n0199_p0201a28┃　恒在大生死　　坏决罥罗网
T04n0199_p0201a29┃　神通无极哀　　度脱大牢狱
T04n0199_p0201b01┃　大龙大天人　　於众会最先
T04n0199_p0201b02┃　广施无极施　　已逮弘寂迹
T04n0199_p0201b03┃　尊长士仙人　　已度诸尊法
T04n0199_p0201b04┃　成就大弟子　　导师德极尊
T04n0199_p0201b05┃　众佑中最上　　无上除愁忧
T04n0199_p0201b06┃　诸所度脱胜　　一切相好尊
T04n0199_p0201b07┃　断绝诸色欲　　拔济诸恩爱
T04n0199_p0201b08┃　时游在龙王　　阿耨达大池
T04n0199_p0201b09┃　一切所作办　　踊在虚空中
T04n0199_p0201b10┃　弟子众围绕　　寂然有五百
T04n0199_p0201b11┃　愍伤有极哀　　慈护一切人
T04n0199_p0201b12┃　观察比丘众　　便自说是言
T04n0199_p0201b13┃　明听我所语　　前世之所造
T04n0199_p0201b14┃　身始有所作　　今所获余殃
T04n0199_p0201b15┃　吾昔宿命时　　作人名文罗
T04n0199_p0201b16┃　诽谤无瑕秽　　善妙辟支佛
T04n0199_p0201b17┃　众人大来会　　缚束善妙士
T04n0199_p0201b18┃　著杻械闭系　　须出如死囚
T04n0199_p0201b19┃　吾时见沙门　　得缚束苦恼
T04n0199_p0201b20┃　其心发慈哀　　身则为救解
T04n0199_p0201b21┃　用是罪殃故　　堕地狱甚久
T04n0199_p0201b22┃　後来生人间　　常为人所谤
T04n0199_p0201b23┃　用是有余殃　　於此最後世
T04n0199_p0201b24┃　须陀利异道　　共议诬谤我
T04n0199_p0201b25┃　曾为婆罗门　　博闻持道术
T04n0199_p0201b26┃　有五百学志　　讲术藂树间
T04n0199_p0201b27┃　时有大神力　　五通比丘来
T04n0199_p0201b28┃　我见道人至　　诽谤扬其恶
T04n0199_p0201b29┃　仙人深爱欲　　自高处树间
T04n0199_p0201c01┃　诸摩纳闻之　　便共效我宣
T04n0199_p0201c02┃　时一切学志　　家家行乞丐
T04n0199_p0201c03┃　大众中诽谤　　仙人有垢欲
T04n0199_p0201c04┃　缘是所犯罪　　须陀利女人
T04n0199_p0201c05┃　佛五百弟子　　悉共被诽谤
T04n0199_p0201c06┃　佛为一切明　　有虚妄之谤
T04n0199_p0201c07┃　知世吒弟子　　是为沙门耶
T04n0199_p0201c08┃　犯是罪殃已　　便堕恶道中
T04n0199_p0201c09┃　生在太山狱　　勤苦甚酷毒
T04n0199_p0201c10┃　以此有余殃　　旃遮摩尼女
T04n0199_p0201c11┃　在大众会中　　虚妄掩杀佛
T04n0199_p0201c12┃　曾为三兄弟　　而共诤钱财
T04n0199_p0201c13┃　推扑坠深谷　　石抬以杀之
T04n0199_p0201c14┃　以是所犯罪　　堕太山地狱
T04n0199_p0201c15┃　烧炙在黑绳　　毒痛甚酷苦
T04n0199_p0201c16┃　以此有余殃　　调达石所抬
T04n0199_p0201c17┃　於是石堕落　　中伤佛足指
T04n0199_p0201c18┃　乘船入江海　　俱欲渡深水
T04n0199_p0201c19┃　时共载船上　　拔刀杀贾人
T04n0199_p0201c20┃　用犯此罪故　　身堕地狱中
T04n0199_p0201c21┃　以是余殃故　　铁刺见佛前
T04n0199_p0201c22┃　曾在捕鱼肆　　生为渔者子
T04n0199_p0201c23┃　有捕杀鱼者　　我尔时生心
T04n0199_p0201c24┃　从是所犯罪　　堕太山地狱
T04n0199_p0201c25┃　烧炙在黑绳　　勤苦甚毒痛
T04n0199_p0201c26┃　随楼勒国王　　伤杀释子时
T04n0199_p0201c27┃　以是有余殃　　於今得头痛
T04n0199_p0201c28┃　惟卫世尊时　　骂詈其弟子
T04n0199_p0201c29┃　不应食粳米　　常令噉生麦
T04n0199_p0202a01┃　用是所犯罪　　坐口出恶言
T04n0199_p0202a02┃　堕於黑绳狱　　受苦不可计
T04n0199_p0202a03┃　以此有余殃　　怨结婆罗门
T04n0199_p0202a04┃　请我终一时　　三月中噉麦
T04n0199_p0202a05┃　曾为治病医　　时疗尊者子
T04n0199_p0202a06┃　合药分倒错　　令疾转增剧
T04n0199_p0202a07┃　用犯此罪故　　堕地狱甚苦
T04n0199_p0202a08┃　以此有余殃　　是故得下利
T04n0199_p0202a09┃　吾昔前世时　　曾为手搏师
T04n0199_p0202a10┃　与力士相扑　　害杀有佛子
T04n0199_p0202a11┃　用犯此罪故　　受苦难訾量
T04n0199_p0202a12┃　以此余殃故　　胁肋为之痛
T04n0199_p0202a13┃　谓难提和罗　　轻毁迦叶佛
T04n0199_p0202a14┃　用见此沙门　　言不得佛道
T04n0199_p0202a15┃佛五百弟子自说本起经
【经文资讯】大正新修大藏经 第四册 No. 199《佛五百弟子自说本起经》
【版本记录】CBETA 电子佛典 V1.0 (Big5) 普及版，完成日期：1999/12/10
【编辑说明】本资料库由中华电子佛典协会（CBETA）依大正新修大藏经所编辑
【原始资料】萧镇国大德提供，维习安大德提供之高丽藏 CD 经文，北美某大德提供
【其它事项】本资料库可自由免费流通，详细内容请参阅【中华电子佛典协会资料库基本介绍】(http://ccbs.ntu.edu.tw/cbeta/result/cbintr.htm)
=========================================================================
# Taisho Tripitaka Vol. 4, No. 199 佛五百弟子自说本起经
# CBETA Chinese Electronic Tripitaka V1.0 (Big5) Normalized Version, Release Date: 1999/12/10
# Distributor: Chinese Buddhist Electronic Text Association (CBETA)
# Source material obtained from: Text as provided by Mr. Hsiao Chen-Kuo, Tripitaka Koreana as provided by Mr. Christian Wittern, Text as provided by Anonymous, USA
# Distributed free of charge. For details please read at http://ccbs.ntu.edu.tw/cbeta/result/cbintr_e.htm
=========================================================================
T04n0199_p0190a01┃
T04n0199_p0190a02┃　　No. 199
T04n0199_p0190a03┃佛五百弟子自说本起经
T04n0199_p0190a04┃
T04n0199_p0190a05┃　　　　西晋三藏竺法护译
T04n0199_p0190a06┃盖阿耨达龙王者(晋名无焚)。佛在世时受别菩萨
T04n0199_p0190a07┃也。有神猛之德。据于昆仑之墟。斯龙所居宫
T04n0199_p0190a08┃馆宝殿。五河之源则典览焉。有八味水池
T04n0199_p0190a09┃华殖七色。服此水者即识宿命。於时龙王请
T04n0199_p0190a10┃佛世尊及五百上首弟子。进膳毕讫坐莲华
T04n0199_p0190a11┃上。追讲本起所造罪福。皆由纤微转受报应。
T04n0199_p0190a12┃弥劫历纪莫能自济。侥值正觉乃得度世。各
T04n0199_p0190a13┃自撰歌而达颂曰
T04n0199_p0190a14┃　　大迦叶品第一(十九偈)
T04n0199_p0190a15┃　佛人中上为法御　　断除结狱游舍卫
T04n0199_p0190a16┃　诸根为寂德巍巍　　如来自告其比丘
T04n0199_p0190a17┃　有诸鬼神所娱乐　　种种众华无央数
T04n0199_p0190a18┃　四渎涌出向四方　　彼诸流河归江海
T04n0199_p0190a19┃　私头那提伯师子　　人不能至神足到
T04n0199_p0190a20┃　飞行疾矣乃越耳　　疾共诣彼渊流池
T04n0199_p0190a21┃　比丘曰善唯从命　　大通安住上弟子
T04n0199_p0190a22┃　闻尊教敕乘神足　　譬如雁王导众雁
T04n0199_p0190a23┃　行诣进游于江河　　悦观辈类相娱乐
T04n0199_p0190a24┃　佛天中天亦如是　　与弟子俱而飞腾
T04n0199_p0190a25┃　佛至告诸弟子曰　　宁识前世所更历
T04n0199_p0190a26┃　为我各说谁行步　　而获其福不可量
T04n0199_p0190a27┃　彼迦叶仁佛弟子　　譬如师子历深山
T04n0199_p0190a28┃　设有所历无敢当　　则说前世所作行
T04n0199_p0190a29┃　采取于野燕麦耳　　少所施与辟支佛
T04n0199_p0190b01┃　解脱心乐无有漏　　奉于空行意寂寞
T04n0199_p0190b02┃　彼时心念有此愿　　寻即思惟於上法
T04n0199_p0190b03┃　与如是人俱合会　　於此终生郁单曰
T04n0199_p0190b04┃　用彼因缘福所致　　更历千反郁单曰
T04n0199_p0190b05┃　然後生于胜命天　　於中最特无有双
T04n0199_p0190b06┃　吾用彼福所造德　　亦复千反生忉利
T04n0199_p0190b07┃　著种种华香宝璎　　身微妙好而自在
T04n0199_p0190b08┃　既於天上寿终已　　便复则生郁单曰
T04n0199_p0190b09┃　用彼前世愿所致　　以作是福因缘故
T04n0199_p0190b10┃　生于富家梵志种　　财产众业无央数
T04n0199_p0190b11┃　在五乐中而不贪　　其於是佛无等伦
T04n0199_p0190b12┃　大哀所可讲说法　　诸力一心定众根
T04n0199_p0190b13┃　七觉之意八道行　　以为获致於此法
T04n0199_p0190b14┃　便尽诸漏手执灯　　与此众等最後俱
T04n0199_p0190b15┃　合会行正直离邪　　佛者如来所说善
T04n0199_p0190b16┃　奉禁戒人所志得　　如其意念所欲求
T04n0199_p0190b17┃　最後我身以具满　　为尽生死拔根株
T04n0199_p0190b18┃　我皆绝除诸爱结　　则为是佛法王子
T04n0199_p0190b19┃　第一止足常思道　　心空清净无所著
T04n0199_p0190b20┃　其志坚固无能转　　譬如大山不可动
T04n0199_p0190b21┃　如是迦叶尊　　在诸比丘僧
T04n0199_p0190b22┃　阿耨达大池　　自说本福缘
T04n0199_p0190b23┃　　舍利弗品第二(十偈)
T04n0199_p0190b24┃　吾为仙闲居　　於彼见沙门
T04n0199_p0190b25┃　辟支佛之尊　　身著绛衣被
T04n0199_p0190b26┃　睹之心欢喜　　为之浣衣服
T04n0199_p0190b27┃　复为缝袈裟　　数数为作礼
T04n0199_p0190b28┃　彼则愍念我　　便飞虚空中
T04n0199_p0190b29┃　上下出水火　　须臾忽不见
T04n0199_p0190c01┃　我即时叉手　　自心作是愿
T04n0199_p0190c02┃　令我得如是　　聪明大智慧
T04n0199_p0190c03┃　莫令生豪家　　亦勿生贱种
T04n0199_p0190c04┃　常生于中家　　志多作沙门
T04n0199_p0190c05┃　用是功德故　　吾以五百世
T04n0199_p0190c06┃　常获致人身　　世世作沙门
T04n0199_p0190c07┃　於是最後世　　复还得人种
T04n0199_p0190c08┃　以值见正觉　　导师无有上
T04n0199_p0190c09┃　则办为沙门　　於释师子所
T04n0199_p0190c10┃　成就阿罗汉　　清凉而灭度
T04n0199_p0190c11┃　今世尊目前　　於比丘僧众
T04n0199_p0190c12┃　论我智慧上　　转于正法轮
T04n0199_p0190c13┃　舍利弗智慧　　於比丘众前
T04n0199_p0190c14┃　阿耨达大池　　自说本宿行
T04n0199_p0190c15┃　　摩诃目揵连品第三(十五偈)
T04n0199_p0190c16┃　吾为仙闲居　　处于林树间
T04n0199_p0190c17┃　於彼有人来　　求我作沙门
T04n0199_p0190c18┃　吾除其须发　　为浣其衣服
T04n0199_p0190c19┃　缝之而染之　　心中自欢喜
T04n0199_p0190c20┃　彼退在一面　　而结跏趺坐
T04n0199_p0190c21┃　则得辟支佛　　便飞于虚空
T04n0199_p0190c22┃　我时即兴愿　　令身得神足
T04n0199_p0190c23┃　使吾得如是　　大力大神足
T04n0199_p0190c24┃　用是福德故　　在在所生处
T04n0199_p0190c25┃　天上及人中　　照耀所造福
T04n0199_p0190c26┃　於时最後世　　以逮得人身
T04n0199_p0190c27┃　如值见正觉　　导师无有上
T04n0199_p0190c28┃　以为作沙门　　於释师子所
T04n0199_p0190c29┃　则成阿罗汉　　清凉而灭度
T04n0199_p0191a01┃　所作善甚少　　得安隐无量
T04n0199_p0191a02┃　我复作不善　　今说且听之
T04n0199_p0191a03┃　东出罗阅只　　生为尊者子
T04n0199_p0191a04┃　出舍外游戏　　人家求饮食
T04n0199_p0191a05┃　即见其父母　　二人共相娱
T04n0199_p0191a06┃　见之即挝我　　骂詈而逐我
T04n0199_p0191a07┃　但以正命耳　　其身不施行
T04n0199_p0191a08┃　堕于黑绳狱　　受苦不可计
T04n0199_p0191a09┃　其彼余殃故　　於是最後世
T04n0199_p0191a10┃　诸外异道学　　挝碎身如苇
T04n0199_p0191a11┃　吾当以是疾　　寿终而灭度
T04n0199_p0191a12┃　彼所作余殃　　尔乃灭尽耳
T04n0199_p0191a13┃　是故当悦心　　至孝事父母
T04n0199_p0191a14┃　用欢悦心故　　人得胜天上
T04n0199_p0191a15┃　如是拘律尊　　在于比丘众
T04n0199_p0191a16┃　阿耨达大池　　自说本因缘
T04n0199_p0191a17┃　　轮提陀品第四(净除十七偈)
T04n0199_p0191a18┃　我昔往诣寺　　见地不净处
T04n0199_p0191a19┃　即取其扫帚　　便扫彼寺舍
T04n0199_p0191a20┃　竟睹寺清净　　心中甚忻踊
T04n0199_p0191a21┃　令我无垢尘　　如此寺舍净
T04n0199_p0191a22┃　用是功德故　　在在所生处
T04n0199_p0191a23┃　面色和悦姝　　端正难可比
T04n0199_p0191a24┃　其余之福祚　　於是最後世
T04n0199_p0191a25┃　父母则名吾　　号曰为净除
T04n0199_p0191a26┃　我於亲族中　　生时亦清净
T04n0199_p0191a27┃　一切所爱敬　　见者无厌极
T04n0199_p0191a28┃　值得见正觉　　导师而无上
T04n0199_p0191a29┃　已成阿罗汉　　清凉而灭度
T04n0199_p0191b01┃　我之所志愿　　使吾无垢尘
T04n0199_p0191b02┃　今无垢罗汉　　无漏所作办
T04n0199_p0191b03┃　假令扫除是　　普天下使净
T04n0199_p0191b04┃　不如为离欲　　除扫所经行
T04n0199_p0191b05┃　假扫除天下　　道人经行处
T04n0199_p0191b06┃　不如四方僧　　扫除一步地
T04n0199_p0191b07┃　设复扫除是　　满天下精舍
T04n0199_p0191b08┃　不如於佛寺　　扫除一步地
T04n0199_p0191b09┃　我身所造福　　以是知差特
T04n0199_p0191b10┃　当扫除佛寺　　其心怀欣踊
T04n0199_p0191b11┃　以此晓知之　　等觉道德高
T04n0199_p0191b12┃　当供事佛寺　　获其祚甚大
T04n0199_p0191b13┃　唯君吾识念　　昔曾所作善
T04n0199_p0191b14┃　以致彼果实　　可意安隐乐
T04n0199_p0191b15┃　是故为佛寺　　好净心供事
T04n0199_p0191b16┃　唯仁此第一　　福田无有上
T04n0199_p0191b17┃　於是能供事　　得安而无量
T04n0199_p0191b18┃　皆为破坏除　　一切淫怒疑
T04n0199_p0191b19┃　不轻空心悦　　得福薄少乎
T04n0199_p0191b20┃　向如来正觉　　及诸佛弟子
T04n0199_p0191b21┃　如是轮提陀　　在诸比丘前
T04n0199_p0191b22┃　阿耨达大池　　自说本所因
T04n0199_p0191b23┃　　须鬘品第五(善念十四偈)
T04n0199_p0191b24┃　昔者出游观　　时与亲友俱
T04n0199_p0191b25┃　头上戴傅饰　　耳著须鬘花
T04n0199_p0191b26┃　惟卫神通佛　　於彼立大寺
T04n0199_p0191b27┃　遥见众庶人　　共住而奉事
T04n0199_p0191b28┃　亲友俱发家　　各共赍好华
T04n0199_p0191b29┃　悉以清净心　　供散彼佛寺
T04n0199_p0191c01┃　我时见广施　　亦复初发意
T04n0199_p0191c02┃　便取林中华　　以用上佛寺
T04n0199_p0191c03┃　所生不堕余　　升天下为人
T04n0199_p0191c04┃　因是德本故　　所作善照见
T04n0199_p0191c05┃　後值等正觉　　无上之导师
T04n0199_p0191c06┃　果证阿罗汉　　清凉得灭度
T04n0199_p0191c07┃　唯施一华耳　　更得百千岁
T04n0199_p0191c08┃　天上自娱乐　　余福得泥洹
T04n0199_p0191c09┃　假令我素知　　佛功德无量
T04n0199_p0191c10┃　便即起塔寺　　其福无有极
T04n0199_p0191c11┃　未必心欢喜　　其福犹为少
T04n0199_p0191c12┃　如来等正觉　　及诸佛弟子
T04n0199_p0191c13┃　唯我忆念此　　身所作功德
T04n0199_p0191c14┃　今已得实报　　可意快安隐
T04n0199_p0191c15┃　缘是所作行　　终始断不生
T04n0199_p0191c16┃　无漏无所著　　清凉得灭度
T04n0199_p0191c17┃　五道为已尽　　不复更胞胎
T04n0199_p0191c18┃　是为最後世　　然则不复起
T04n0199_p0191c19┃　解脱生死本　　已度所有海
T04n0199_p0191c20┃　今我以是缘　　得号曰须蔓
T04n0199_p0191c21┃　时长者须蔓　　会在众僧中
T04n0199_p0191c22┃　於阿耨达池　　自说本所作
T04n0199_p0191c23┃　　轮论品第六(明听十一偈)
T04n0199_p0191c24┃　惟卫佛世时　　盘头摩国土
T04n0199_p0191c25┃　本为四方僧　　兴立一房室
T04n0199_p0191c26┃　加以床卧具　　皆用持布施
T04n0199_p0191c27┃　既与心欢喜　　应时发是愿
T04n0199_p0191c28┃　我见等正觉　　令得作沙门
T04n0199_p0191c29┃　逮无上无为　　清凉正灭度
T04n0199_p0192a01┃　是因功德本　　九十一劫安
T04n0199_p0192a02┃　既得自然见　　在天上世间
T04n0199_p0192a03┃　其余功德福　　於今最後世
T04n0199_p0192a04┃　生[敖/力]长者家　　憍贵无兄弟
T04n0199_p0192a05┃　生为父所敬　　即闻垂言教
T04n0199_p0192a06┃　吾以子施与　　宝藏亿种种
T04n0199_p0192a07┃　足底生异毛　　自然长四寸
T04n0199_p0192a08┃　身体柔软好　　稳安得无害
T04n0199_p0192a09┃　过去九十劫　　其余复如一
T04n0199_p0192a10┃　我身不识念　　举足蹈地时
T04n0199_p0192a11┃　於今最後世　　已还得人身
T04n0199_p0192a12┃　成就无所著　　清凉为灭度
T04n0199_p0192a13┃　佛普见说我　　精进尊第一
T04n0199_p0192a14┃　解脱尽无漏　　已得不动句
T04n0199_p0192a15┃　如是拘梨种　　在众僧中央
T04n0199_p0192a16┃　於阿耨达池　　自说本功德
T04n0199_p0192a17┃　　凡耆品第七(取善八偈)
T04n0199_p0192a18┃　我不了福德　　本亦不识义
T04n0199_p0192a19┃　见惟卫佛寺　　供养而奉侍
T04n0199_p0192a20┃　金寺紫磨色　　幡繖以香华
T04n0199_p0192a21┃　见供养塔寺　　而得生善处
T04n0199_p0192a22┃　常在天人间　　所作得照见
T04n0199_p0192a23┃　过九十一劫　　未曾归恶道
T04n0199_p0192a24┃　作少功德已　　获安甚众多
T04n0199_p0192a25┃　已得无所著　　灭度清且凉
T04n0199_p0192a26┃　假使我本知　　佛功德如是
T04n0199_p0192a27┃　常当供塔寺　　所得福逾此
T04n0199_p0192a28┃　是故用知明　　正觉德弘泰
T04n0199_p0192a29┃　当供养塔寺　　其福无终极
T04n0199_p0192b01┃　佛普见说我　　经乐为第一
T04n0199_p0192b02┃　多闻若干种　　辩才德至真
T04n0199_p0192b03┃　时长者凡耆　　曾在众僧中
T04n0199_p0192b04┃　於阿耨达池　　自说本所作
T04n0199_p0192b05┃　　宾头卢品第八(乞闭门十一偈)
T04n0199_p0192b06┃　我本经父母　　生为子中尊
T04n0199_p0192b07┃　谨敬事其父　　亦孝养於母
T04n0199_p0192b08┃　二亲及妹弟　　奴客僮仆使
T04n0199_p0192b09┃　吾为父母说　　饮食以时节
T04n0199_p0192b10┃　时起贪嫉意　　不当食父母
T04n0199_p0192b11┃　镇恚谤於语　　能得饭食财
T04n0199_p0192b12┃　缘是所作罪　　堕大山地狱
T04n0199_p0192b13┃　烧炙黑绳中　　更苦不可计
T04n0199_p0192b14┃　从地狱中出　　世世所生处
T04n0199_p0192b15┃　常患大饿渴　　勤苦而饥死
T04n0199_p0192b16┃　於今最後世　　已还得人身
T04n0199_p0192b17┃　值见等正觉　　导师无有上
T04n0199_p0192b18┃　於释师子所　　已得作寂志
T04n0199_p0192b19┃　成为无著道　　清凉而灭度
T04n0199_p0192b20┃　唯仁我於是　　神足能飞行
T04n0199_p0192b21┃　还入坎窟中　　尔乃得食耳
T04n0199_p0192b22┃　是故当欢喜　　供事於父母
T04n0199_p0192b23┃　一心稽首礼　　保祚无有量
T04n0199_p0192b24┃　唯仁我识念　　削所作恶行
T04n0199_p0192b25┃　皆受所种实　　罪福不可离
T04n0199_p0192b26┃　宾头卢闭门　　时会在僧中
T04n0199_p0192b27┃　於阿耨达池　　自说本所作
T04n0199_p0192b28┃　　货竭品第九(善来二十一偈)
T04n0199_p0192b29┃　曾为尊者子　　在般头摩国
T04n0199_p0192c01┃　族姓多财宝　　眷属所围绕
T04n0199_p0192c02┃　周匝在王边　　快乐无有极
T04n0199_p0192c03┃　端正见者喜　　颜色难为比
T04n0199_p0192c04┃　时我严驾出　　诸众导前後
T04n0199_p0192c05┃　欲行遍游观　　并从众婇女
T04n0199_p0192c06┃　於彼游观时　　见相寂沙门
T04n0199_p0192c07┃　奉行安定仪　　身服赤绛衣
T04n0199_p0192c08┃　时我见沙门　　兴发起恶意
